,id,offer_views,lat,lon,price_sq,area,floor,balconies,lifts,freight_lifts,time_on_foot_to_subway,build_year,duplicates_count,log_offer_views,city_поселение Московский,city_поселение Мосрентген,city_поселение Сосенское,house_wall_type_Блочный,house_wall_type_Деревянный,house_wall_type_Железобетон,house_wall_type_Иные,house_wall_type_Кирпично-монолитный,house_wall_type_Кирпичный,house_wall_type_Монолитно-кирпичный,house_wall_type_Монолитный,house_wall_type_Панельный,house_wall_type_Смешанные,renovation_cosmetic,renovation_design,renovation_euro,renovation_no,renovation_Без ремонта,renovation_Дизайнерский,renovation_Евроремонт,renovation_Косметический,renovation_Под ключ,renovation_Под чистовой ремонт,renovation_Подготовка под чистовую отделку,renovation_Предчистовая,renovation_Предчистовая отделка,renovation_Произведен,renovation_С отделкой,renovation_Требует ремонта,renovation_Хорошее,renovation_Хороший,renovation_Частичный ремонт,renovation_Чистовая,renovation_Чистовая отделка,renovation_нормальное,renovation_отличное,renovation_под самоотделку,renovation_предчистовая,renovation_хорошее,renovation_чистовая,renovation_чистовая отделка,is_apartment_False,is_apartment_True,has_gas_False,has_gas_False,sale_type_Альтернатива,sale_type_Первичная продажа,sale_type_Переуступка,sale_type_Продажа от застройщика,sale_type_Свободная продажа
5251,1732203009,422,60.007443,30.41736,213541.0,28.8,2.0,0,1,0,17.0,1968,0,6.045005314036012,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
855,1889333225,0,55.826529,49.099461,144970.0,33.8,6.0,1,0,0,17.0,1976,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3926,1915163270,0,55.752399,49.200378,98790.0,58.7,4.0,1,0,0,8.0,1988,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
78,1872737498,0,54.960483,83.109417,67114.0,29.8,2.0,0,0,0,,1958,0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2247,1875017879,0,55.85533,37.616854,242857.0,17.5,1.0,1,1,0,19.0,1978,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
5938,1850623891,0,60.036025,30.20639,202689.0,24.91,4.0,0,0,0,,1988,0,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
7316,1722095976,262,55.732631,49.173087,133526.0,68.9,10.0,0,0,0,,2015,0,5.568344503761097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
7364,1842206903,81,55.752551,49.15451,119811.0,53.0,4.0,1,0,0,32.0,1974,0,4.394449154672439,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
6202,1892679409,0,60.03451,30.20737,169932.0,25.01,8.0,0,0,0,,2023,0,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
5515,1887447759,0,59.827804,30.197147,161949.0,31.8,10.0,1,2,1,,1972,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
788,1876172012,0,55.768188,49.162577,151567.0,28.7,4.0,1,1,0,5.0,1989,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2279,1878899100,0,55.882293,37.519925,332222.0,9.0,2.0,0,1,0,27.0,1967,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
4095,1800442682,161,55.748832,49.222827,113875.0,62.7,8.0,0,1,0,12.0,1976,0,5.081404364984463,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
3897,1881927974,0,55.871562,49.017059,96689.0,57.4,1.0,1,0,0,,1970,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5224,1748039870,676,60.03025,30.2026,174324.0,37.0,3.0,0,0,0,,1988,0,6.516193076042964,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
7488,1811173613,114,55.767975,49.172368,175000.0,60.0,7.0,0,1,0,9.0,2017,0,4.736198448394496,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
3631,1701634552,207,55.800185,49.242958,135568.0,48.61,12.0,1,0,0,,1988,0,5.332718793265369,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
6002,1861885217,0,60.033409,30.195539,239307.0,31.0,11.0,0,1,0,,2022,0,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
424,1900438845,0,55.840447,49.135196,169696.0,33.0,3.0,1,1,0,,1986,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
392,1871423226,9,55.807688,49.228252,199677.0,31.0,6.0,1,0,0,,2022,0,2.1972245773362196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
6690,1847766457,17,59.830522,30.535973,187725.0,27.7,16.0,0,4,1,37.0,2019,0,2.833213344056216,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
7559,1711823480,481,55.7822,49.1504,209302.0,60.2,4.0,1,0,0,17.0,1988,0,6.175867270105761,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
4200,1707533676,251,55.839673,49.145733,135135.0,62.9,5.0,0,0,0,,1985,0,5.5254529391317835,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2672,1837233371,244,55.749005,37.585898,499000.0,10.0,4.0,0,0,0,3.0,1901,0,5.497168225293202,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7327,1848115409,38,55.796461,49.250216,158150.0,41.1,4.0,1,1,0,,1988,0,3.6375861597263857,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
5418,1801982410,122,59.973311,30.434904,158045.0,34.8,5.0,0,0,0,,1969,0,4.804021044733257,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3493,1881763587,0,55.782522,49.184981,192028.0,55.2,12.0,0,0,0,,2024,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1459,1873385974,0,55.730634,49.169215,147674.0,43.0,7.0,1,1,0,,2011,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
5786,1760986282,272,60.023349,30.424564,176562.0,32.0,3.0,0,0,0,21.0,1970,0,5.605802066295998,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5414,1900372846,0,60.008797,30.428184,177419.0,31.0,5.0,0,0,0,26.0,1966,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5316,1883406419,0,59.973131,30.397803,144012.0,30.9,5.0,0,0,0,,1960,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3835,1515913967,7661,55.714937,49.187388,114062.0,64.0,13.0,0,0,0,,2017,0,8.94389780251682,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
7002,1909563722,0,55.870991,37.617527,375000.0,9.2,1.0,0,1,0,15.0,1974,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
6205,1895272516,0,59.847693,30.096284,175510.0,24.5,3.0,0,0,1,,2022,0,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
7620,1800725282,160,59.978818,30.370144,239335.0,37.6,2.0,0,1,1,24.0,2017,0,5.075173815233827,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
4724,1718692878,746,55.787012,49.153486,189944.0,53.7,9.0,1,1,0,19.0,2008,0,6.61472560020376,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
6221,1897409047,0,59.990683,30.295521,159613.0,26.94,7.0,0,2,1,12.0,2025,0,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
2355,1885397753,0,55.803302,37.509164,331632.0,9.8,1.0,0,1,0,9.0,1958,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
7911,1900255864,0,59.861973,30.160774,168292.0,26.24,8.0,1,2,1,,2023,0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
2442,1912100641,0,55.818761,37.723933,526666.0,15.0,2.0,0,0,0,10.0,1955,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
7651,1847479007,19,60.052721,30.267152,186011.0,33.6,5.0,0,1,0,,2022,2,2.9444389791664403,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
7349,1893948557,0,55.751117,49.234648,144230.0,52.0,5.0,0,1,0,21.0,1981,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6818,1704235575,324,55.78693,49.25342,190000.0,30.0,10.0,0,0,0,,2022,0,5.780743515792329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
464,1886749252,0,55.771535,49.133256,160000.0,30.0,1.0,0,0,0,13.0,1965,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
163,1833673809,196,54.936357,82.912048,91695.0,28.9,1.0,0,0,0,,1967,0,5.278114659230517,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
6935,1911298450,0,55.714034,37.765884,398734.0,15.8,3.0,0,0,0,15.0,1971,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
7176,1850269358,5,55.651186,37.483095,356310.0,20.6,6.0,0,1,0,16.0,1980,0,1.6094379124341003,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
7672,1881850388,0,60.007627,30.451388,175388.0,34.78,5.0,1,1,1,,2022,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
7940,1902147308,0,59.844615,30.092197,195637.0,24.53,8.0,0,1,0,,2023,0,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2009,1826145736,171,54.948903,82.969532,109469.0,26.4,14.0,0,0,0,,1988,0,5.14166355650266,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
3084,1881950440,0,55.850555,37.602256,397619.0,21.0,14.0,0,0,0,17.0,2023,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
900,1849074161,35,55.783291,49.222566,162692.0,33.8,2.0,1,0,0,,2000,0,3.5553480614894135,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6272,1817663936,2090,59.936544,30.353211,294117.0,8.5,1.0,0,1,0,9.0,1881,0,7.644919344958857,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
4837,1701633050,957,55.776132,49.213224,164912.0,57.0,7.0,1,0,0,,1988,0,6.863803391452954,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
2293,1890300883,0,55.748934,37.662821,275641.0,15.6,1.0,0,1,0,15.0,1980,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
4481,1857231453,0,55.775094,49.139211,157723.0,61.5,8.0,0,1,0,6.0,1995,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
4605,1885453383,0,55.813465,49.069736,175000.0,50.0,3.0,1,1,0,25.0,2023,0,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
3716,1825790011,75,55.756498,49.224587,130578.0,53.6,5.0,1,0,0,19.0,1980,0,4.31748811353631,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6650,1900584581,0,60.051845,30.268437,224747.0,19.8,19.0,1,1,0,,2022,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
1764,1874210919,0,55.779378,49.183696,190789.0,38.0,15.0,1,1,0,46.0,2023,0,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
1549,1910628939,0,55.723496,49.170114,212014.0,28.3,5.0,0,0,0,,2016,0,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
3029,1874934425,0,55.848958,37.587245,349950.0,20.0,9.0,1,0,0,4.0,2020,1,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
7687,1891669706,0,59.847575,30.240544,213461.0,26.0,4.0,1,1,0,13.0,1966,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2044,1794015089,274,54.988117,82.776618,95000.0,30.0,8.0,1,2,0,,2020,0,5.6131281063880705,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
767,1890579127,0,55.770512,49.152075,197916.0,14.4,1.0,0,0,0,14.0,1965,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1508,1912514163,0,55.722532,49.171497,188552.0,29.7,5.0,0,1,0,,2015,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
7778,1909053271,0,59.863509,30.179127,182890.0,33.9,10.0,2,3,1,,2012,0,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
4517,1701632529,218,55.784364,49.185636,231330.0,39.77,19.0,1,0,0,,1988,0,5.384495062789089,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
4219,1807764160,98,55.834649,49.124138,138279.0,59.3,4.0,1,0,0,,1972,0,4.584967478670572,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6659,1898791477,0,59.934695,30.208681,233624.0,22.9,12.0,0,0,0,,2023,0,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
7874,1895308213,0,59.901594,30.219659,175000.0,17.6,2.0,0,0,0,,1955,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
3292,1774771481,2632,55.727749,37.63853,339694.0,26.2,3.0,0,0,0,5.0,1917,0,7.875499292445208,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
819,1760751554,156,55.819757,49.060663,138489.0,27.8,3.0,0,0,0,29.0,1962,0,5.049856007249537,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1403,1861835334,0,55.749253,49.199201,123644.0,46.1,2.0,1,0,0,8.0,1974,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1382,1871910732,0,55.053052,82.972011,112852.0,31.9,3.0,0,0,0,22.0,1961,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2148,1828392087,514,55.717705,37.738189,222627.0,13.7,2.0,0,0,0,17.0,1975,0,6.2422232654551655,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
1638,1863199569,0,55.72162,49.174246,164597.0,37.06,14.0,0,1,0,53.0,2025,0,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
7698,1891675976,0,59.846522,30.108699,164203.0,36.54,2.0,0,1,0,,2019,0,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
399,1826793836,43,55.771393,49.244503,201257.0,31.8,4.0,1,0,0,,1988,0,3.7612001156935624,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
882,1900611818,0,55.842681,49.15336,158558.0,33.3,1.0,1,1,0,,1995,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
3565,1895458180,0,55.824607,49.1318,139718.0,56.9,3.0,0,1,0,,2001,2,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
7966,1747606352,206,59.990683,30.295521,185314.0,28.6,9.0,0,1,1,12.0,1988,0,5.327876168789581,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
1179,1886068066,0,55.792701,49.249111,172011.0,34.3,10.0,0,0,1,,2018,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
4244,1719759797,169,55.766212,49.23349,162081.0,56.7,11.0,1,0,1,,2019,0,5.1298987149230735,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
5218,1887993508,0,60.033153,30.210819,182837.0,37.0,6.0,0,0,0,,2023,0,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
5471,1864907347,0,60.047663,30.36797,171428.0,31.5,6.0,0,1,0,,1973,0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2130,1900611741,0,55.803186,37.785009,363264.0,10.6,3.0,0,0,1,19.0,1961,0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
5078,1854069503,0,60.05817,30.271132,206521.0,46.0,4.0,0,1,0,,2016,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
