,id,offer_views,lat,lon,price_sq,area,floor,balconies,lifts,freight_lifts,time_on_foot_to_subway,build_year,duplicates_count,log_offer_views,city_поселение Московский,city_поселение Мосрентген,city_поселение Сосенское,house_wall_type_Блочный,house_wall_type_Деревянный,house_wall_type_Железобетон,house_wall_type_Иные,house_wall_type_Кирпично-монолитный,house_wall_type_Кирпичный,house_wall_type_Монолитно-кирпичный,house_wall_type_Монолитный,house_wall_type_Панельный,house_wall_type_Смешанные,renovation_cosmetic,renovation_design,renovation_euro,renovation_no,renovation_Без ремонта,renovation_Дизайнерский,renovation_Евроремонт,renovation_Косметический,renovation_Под ключ,renovation_Под чистовой ремонт,renovation_Подготовка под чистовую отделку,renovation_Предчистовая,renovation_Предчистовая отделка,renovation_Произведен,renovation_С отделкой,renovation_Требует ремонта,renovation_Хорошее,renovation_Хороший,renovation_Частичный ремонт,renovation_Чистовая,renovation_Чистовая отделка,renovation_нормальное,renovation_отличное,renovation_под самоотделку,renovation_предчистовая,renovation_хорошее,renovation_чистовая,renovation_чистовая отделка,is_apartment_False,is_apartment_True,has_gas_False,has_gas_False,sale_type_Альтернатива,sale_type_Первичная продажа,sale_type_Переуступка,sale_type_Продажа от застройщика,sale_type_Свободная продажа
494,1900227228,0,55.815312,49.084271,133986.0,30.6,1.0,0,0,0,14.0,1961,1,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2019,1884667206,0,54.937888,82.949176,114583.0,24.0,11.0,1,1,0,,1988,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
6038,1869319200,0,59.930309,30.477412,179487.0,39.0,9.0,1,1,0,20.0,1980,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2525,1651580742,7205,55.704473,37.653873,276679.0,25.3,4.0,0,1,0,6.0,1930,0,8.882530508433623,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
4816,1773686053,227,55.828531,49.153962,139705.0,68.0,4.0,1,0,0,,1983,0,5.424950017481403,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4105,1874916329,0,55.748148,49.229088,111940.0,67.0,1.0,2,1,0,14.0,1984,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
6200,1872138185,0,59.846762,30.091972,157137.0,26.41,5.0,1,2,0,,2023,0,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
5913,1709634907,194,60.05458,30.26751,180555.0,36.0,12.0,1,1,0,,1988,0,5.267858159063328,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
1270,1826793829,49,55.8316,49.077345,184210.0,32.3,2.0,1,0,0,8.0,1965,0,3.8918202981106265,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4463,1886425398,0,55.837555,49.092032,205223.0,40.2,2.0,1,0,0,16.0,2023,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
7015,1906871163,0,55.70041,37.809479,317391.0,11.5,2.0,0,1,0,11.0,1972,0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2895,1791863667,164,55.821487,37.757593,265337.0,32.6,1.0,0,1,1,25.0,1973,0,5.099866427824199,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6189,1871695437,0,59.83975,30.111825,178294.0,25.8,5.0,0,1,0,,2018,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
6624,1916041069,0,59.997032,30.27274,239130.0,23.0,14.0,1,3,1,22.0,2016,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
618,1848826768,17,55.816576,49.080794,177777.0,22.5,2.0,0,0,0,16.0,1975,0,2.833213344056216,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
6860,1712055211,384,55.72284,49.18455,167567.0,37.0,10.0,0,0,0,,2021,0,5.950642552587727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
3425,1910995621,0,55.766212,49.23349,194174.0,41.2,6.0,0,1,1,,2019,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
4442,1885199812,0,55.766927,49.171425,176706.0,49.8,10.0,0,1,0,7.0,1988,0,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
4852,1881782127,0,55.820051,49.144817,147013.0,65.3,2.0,0,1,0,,2013,0,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
7380,1850228219,7,55.780674,49.234262,105986.0,75.0,6.0,1,0,0,,1998,0,1.9459101490553132,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4373,1690380005,415,55.770466,49.144377,98360.0,103.7,3.0,1,0,0,12.0,1956,0,6.028278520230698,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
4041,1897387678,0,55.866809,49.080426,158699.0,52.3,7.0,1,0,0,19.0,2004,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4782,1824307669,97,55.869607,49.090774,138307.0,65.0,2.0,1,1,0,22.0,2008,2,4.574710978503383,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1413,1799238435,177,55.837813,49.115298,115789.0,47.5,1.0,1,0,0,,1984,0,5.176149732573829,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2201,1538517527,3496,55.699,37.431756,270000.0,15.0,1.0,0,0,0,,1959,0,8.159374736775426,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
2001,1891695082,0,54.937003,82.883194,119170.0,19.3,15.0,1,1,0,,2012,0,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
7295,1900687405,0,55.794897,37.688818,193055.0,36.0,1.0,0,1,0,13.0,1924,2,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
869,1895236905,0,55.755849,49.16696,160714.0,30.8,5.0,1,0,0,19.0,1968,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2358,1850137346,9,55.865333,37.465775,310810.0,14.8,1.0,0,1,0,11.0,1966,0,2.1972245773362196,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2006,1576954684,342,54.94038,82.97113,105769.0,26.0,4.0,0,0,0,,1988,0,5.834810737062605,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3090,1886869771,0,55.823014,37.753973,280373.0,32.1,5.0,1,1,0,22.0,1966,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2321,1885297501,0,55.614195,37.594279,284000.0,12.5,1.0,0,0,0,10.0,1970,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
5565,1833588444,373,59.853134,30.471232,158146.0,31.3,1.0,0,0,0,13.0,1961,0,5.921578419643816,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
356,1825494968,445,54.986749,82.779493,107843.0,20.4,2.0,0,0,0,100.0,2023,0,6.09807428216624,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1162,1902456691,0,55.856341,48.886803,198019.0,30.3,3.0,1,0,0,,2007,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6096,1767279255,509,59.924727,30.477592,181818.0,35.2,9.0,1,1,0,13.0,1981,0,6.2324480165505225,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
3064,1851642514,0,55.859296,37.549956,411616.0,19.8,21.0,0,0,0,12.0,1988,0,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
7511,1908803111,0,55.723709,49.174354,161267.0,71.0,19.0,2,2,0,,2019,0,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
3161,1850438605,0,55.649688,37.714599,235294.0,39.1,1.0,0,1,0,13.0,1981,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
3770,1843720104,73,55.83523,49.083938,126893.0,52.8,1.0,1,0,0,12.0,1995,0,4.290459441148391,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
5484,1795076276,185,59.948226,30.476496,187500.0,32.0,4.0,0,2,0,,1985,0,5.220355825078324,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
5061,1898882159,492,60.059351,30.2814,210025.0,46.28,6.0,1,2,1,,2023,0,6.198478716492308,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
2607,1883878337,0,55.544367,37.458714,304687.0,19.2,2.0,1,0,0,57.0,1988,0,,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
7897,1847664163,21,59.936251,30.201557,196000.0,25.0,5.0,1,3,1,,2019,0,3.044522437723423,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
1890,1896936261,0,55.787594,49.217446,246875.0,32.0,4.0,0,1,0,,2020,0,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
579,1899880454,0,55.766228,49.155112,162903.0,31.0,1.0,0,0,0,12.0,1969,0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2319,1892981151,0,55.602968,37.717672,282142.0,14.0,1.0,1,1,0,10.0,1975,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
4332,1880804833,0,55.782522,49.184981,176024.0,65.9,5.0,1,0,0,,1988,0,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
7105,1905758397,0,55.679534,37.604726,330097.0,20.6,1.0,0,0,0,16.0,1959,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
3563,1900468684,0,55.795494,49.251654,157680.0,53.9,9.0,1,0,0,,2020,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
1691,1886338700,0,54.992472,82.867465,135294.0,17.0,2.0,0,0,0,30.0,1973,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
862,1902064267,0,55.864566,49.097449,139639.0,33.3,3.0,0,1,0,21.0,1984,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
5877,1827900908,102,60.039382,30.363542,177018.0,32.2,2.0,0,0,0,,1977,0,4.624972813284271,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
4950,1704758675,267,59.904929,30.34324,270833.0,48.0,1.0,0,0,0,15.0,2022,0,5.58724865840025,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
2380,1902366894,0,55.806059,37.513296,353146.0,14.3,2.0,0,1,0,2.0,1960,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2378,1900276744,0,55.813577,37.718229,313333.0,30.0,4.0,1,0,0,14.0,1963,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
6954,1912271399,0,55.793207,37.698043,353571.0,14.0,2.0,0,0,0,16.0,1967,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
3792,1847010250,9,55.745747,49.180336,155391.0,47.3,1.0,1,0,0,25.0,2000,0,2.1972245773362196,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5588,1855281397,0,59.924316,30.484751,137500.0,40.0,3.0,0,2,0,16.0,1987,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
5665,1832088371,140,59.849451,30.184265,163690.0,33.6,3.0,0,1,0,,1979,0,4.941642422609304,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
3306,1737528332,923,55.856058,37.55575,390134.0,22.3,5.0,1,0,1,8.0,2021,0,6.827629234502852,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
6212,1863935528,0,59.844045,30.106094,172800.0,25.0,6.0,0,0,0,,1988,0,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
3499,1768060157,83,55.789026,49.174928,141593.0,70.9,2.0,1,0,0,,2004,1,4.418840607796598,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4397,1909048377,0,55.862318,49.080866,126016.0,73.8,10.0,0,1,0,11.0,2010,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1116,1861584312,0,55.827095,49.058085,147500.0,40.0,4.0,0,1,0,26.0,1988,1,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1541,1726266936,1325,55.78693,49.25342,193811.0,30.7,17.0,1,1,0,,2022,0,7.1891677384203225,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
6080,1715745599,434,59.855859,30.242467,224080.0,29.9,4.0,0,1,0,22.0,1976,0,6.073044534100405,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6174,1887389922,0,59.930119,30.199033,215827.0,23.63,4.0,0,2,1,,2024,0,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
7371,1822263320,71,55.749674,49.247261,162027.0,50.3,8.0,0,1,0,29.0,2015,0,4.2626798770413155,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6238,1908038662,0,59.838249,30.114439,178723.0,23.5,2.0,0,1,0,,2016,0,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
7998,1909423756,0,60.039081,30.227968,204166.0,24.0,20.0,2,3,1,,2019,0,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
5422,1690732262,1035,60.003034,30.355861,178977.0,35.2,3.0,0,2,0,12.0,1966,0,6.942156705699469,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
6400,1868838777,0,59.838249,30.114439,191666.0,24.0,11.0,0,1,0,,2018,0,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
3661,1910429793,0,55.839663,49.143604,133595.0,50.9,8.0,0,1,0,,1985,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
5816,1886599428,0,60.03927,30.403831,257352.0,27.2,5.0,0,1,0,14.0,1980,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
5371,1899985771,0,59.898489,30.461368,171666.0,30.0,9.0,0,1,0,22.0,1970,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
5234,1660905306,635,60.032807,30.197461,164243.0,37.14,2.0,0,1,0,,2022,0,6.453624998892692,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
7846,1694649721,2711,59.957552,30.312796,200000.0,15.5,1.0,0,0,0,7.0,1874,0,7.905072849498666,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
3365,1903868878,0,55.746081,37.705589,396226.0,10.6,3.0,0,0,0,16.0,1965,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
5808,1899901943,0,59.840872,30.35967,189935.0,30.8,4.0,1,0,0,17.0,1965,0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2500,1899864033,0,55.82893,37.592905,313157.0,19.0,1.0,0,0,0,14.0,1960,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
7085,1895282052,0,55.654152,37.716405,187500.0,32.0,2.0,0,0,0,18.0,1980,0,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
4505,1905857863,0,55.747272,49.226079,166379.0,58.0,2.0,1,1,0,12.0,1977,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7107,1904526340,0,55.713507,37.766612,399375.0,16.0,3.0,0,0,0,15.0,1971,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
4290,1822087882,57,55.746127,49.189858,117177.0,75.1,7.0,1,0,0,19.0,1995,0,4.04305126783455,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7118,1883299827,0,55.747672,37.732503,351851.0,16.2,5.0,0,1,0,14.0,1963,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
7879,1735657609,2410,59.963809,30.311314,230000.0,15.0,3.0,1,1,0,5.0,1904,0,7.787382026484701,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3809,1701632297,170,55.800129,49.242787,136363.0,55.0,4.0,1,0,0,,1988,0,5.135798437050262,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
